PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
03,7462|746|74|7,1.746203.752,אחזקת מתחם המשתלה,,,,30000,
04,7462|746|74|7,1.746204.753,אחזקת גידור מחסומים ומעקות,,,,305000,
05,7462|746|74|7,1.746205.754,אחזקת עמודי חסימה,,,,350000,
07,7462|746|74|7,1.746207.756,אחזקת מדרחוב נחלת בנימין,,,,710000,
08,7462|746|74|7,1.746208.757,אחזקת פסלים ואנדרטאות,,,,170000,
09,7462|746|74|7,1.746209.758,אחזקת משטחי גומי והצללה בגנים,,,,200000,
01,7462|746|74|7,1.746201.759,אחזקת מזרקות,,,,1270000,
08,7462|746|74|7,1.746208.781,תקוני כלים ומכשירים,,,,60000,
09,7462|746|74|7,1.746209.782,אחזקת מתקני שעשועים בגנים,,,,630000,
01,7462|746|74|7,1.746201.783,אחזקת ריהוט רחוב וגן,,,,230000,
02,7462|746|74|7,1.746202.784,שילוט רחובות ובתים,,,,90000,
03,7462|746|74|7,1.746203.785,הצבת עמודי חסימה,,,,10000,
04,7462|746|74|7,1.746204.786,תשלומים לחברת חשמל0מזרקות,,,,730000,
06,7462|746|74|7,1.746206.788,ל ג בעומר,,,,50000,
07,7462|746|74|7,1.746207.789,אחזקת מחסנים,,,,20000,
07,7462|746|74|7,1.746207.934,ציוד תפעולי,,,,210000,
05,7462|746|74|7,1.746205.981,רכישת דגלים,,,,100000,
08,7463|746|74|7,1.746308.110,משכורת כוללת,,,,4963000,
05,7463|746|74|7,1.746305.124,החזר הוצאות,,,,442000,
07,7463|746|74|7,1.746307.126,הבראה,,,,305000,
08,7463|746|74|7,1.746308.127,השתתפות באחזקת רכב 0 60,,,,1252000,
03,7463|746|74|7,1.746303.130,תשלומים מיוחדים,,,,1850000,
05,7463|746|74|7,1.746305.181,מיסים וביטוח לאומי,,,,1141000,
06,7463|746|74|7,1.746306.182,קופות גמל והשתלמות,,,,1186000,
04,7463|746|74|7,1.746304.431,מים להשקיה,,,,16910000,
05,7463|746|74|7,1.746305.432,התקנה וחיבור מדי מים,,,,60000,
07,7463|746|74|7,1.746307.531,אחזקת רכב,,,,705000,
08,7463|746|74|7,1.746308.532,ביטוח רכב,,,,911000,
09,7463|746|74|7,1.746309.533,שכירת רכב,,,,450000,
01,7463|746|74|7,1.746301.534,דלק ושמן,,,,500000,
03,7463|746|74|7,1.746303.722,חמרי דישון והדברה,,,,60000,
08,7463|746|74|7,1.746308.751,השקיה וטיפול בעצים צעירים,,,,1530000,
09,7463|746|74|7,1.746309.752,אחזקת גנים ושטחים מגוננים,,,,36730000,
01,7463|746|74|7,1.746301.753,גיזום עצים ופינוי הגזם,,,,5320000,
02,7463|746|74|7,1.746302.754,שמירה בגנים,,,,555000,
03,7463|746|74|7,1.746303.755,שמירה על פסל דני קראוון,,,,380000,
05,7463|746|74|7,1.746305.757,אחזקת מערכת השקייה,,,,1000000,
06,7463|746|74|7,1.746306.758,חלוקת סכך,,,,25000,
05,7463|746|74|7,1.746305.781,נטיעת עצים,,,,350000,
06,7463|746|74|7,1.746306.782,שיקום ברחובות ובצירים,,,,650000,
07,7463|746|74|7,1.746307.783,שיקום מערכות השקיה,,,,350000,
09,7463|746|74|7,1.746309.785,צמחיה עונתית,,,,1500000,
01,7463|746|74|7,1.746301.786,השתתפות באירועים,,,,40000,
05,7464|746|74|7,1.746405.110,משכורת כוללת,,,,499000,
02,7464|746|74|7,1.746402.124,החזר הוצאות,,,,34000,
04,7464|746|74|7,1.746404.126,הבראה,,,,31000,
05,7464|746|74|7,1.746405.127,השתתפות באחזקת רכב 0 5,,,,50000,
09,7464|746|74|7,1.746409.130,תשלומים מיוחדים,,,,108000,
02,7464|746|74|7,1.746402.181,מיסים וביטוח לאומי,,,,93000,
03,7464|746|74|7,1.746403.182,קופות גמל והשתלמות,,,,112000,
09,7464|746|74|7,1.746409.722,שתילים וזרעים למשתלה,,,,80000,
01,7464|746|74|7,1.746401.723,עציצים וחומרי מצע,,,,80000,
02,7465|746|74|7,1.746502.110,משכורת כוללת,,,,1325000,
08,7465|746|74|7,1.746508.124,החזר הוצאות,,,,84000,
01,7465|746|74|7,1.746501.126,הבראה,,,,66000,
02,7465|746|74|7,1.746502.127,השתתפות באחזקת רכב 0 10,,,,303000,
06,7465|746|74|7,1.746506.130,תשלומים מיוחדים,,,,467000,
08,7465|746|74|7,1.746508.181,מיסים וביטוח לאומי,,,,291000,
09,7465|746|74|7,1.746509.182,קופות גמל והשתלמות,,,,245000,
01,7466|746|74|7,1.746601.842,השתתפות לחברת גני יהושע,,,,17100000,
05,7466|746|74|7,1.746605.846,השתת' לאחוזות חוף0אחזקת מתחם תרב,,,,1085000,
02,7468|746|74|7,1.746802.110,משכורת כוללת,,,,1386000,
08,7468|746|74|7,1.746808.124,החזר הוצאות,,,,119000,
01,7468|746|74|7,1.746801.126,הבראה,,,,88000,
02,7468|746|74|7,1.746802.127,השתתפות באחזקת רכב 0 12,,,,286000,
06,7468|746|74|7,1.746806.130,תשלומים מיוחדים,,,,470000,
08,7468|746|74|7,1.746808.181,מיסים וביטוח לאומי,,,,310000,
09,7468|746|74|7,1.746809.182,קופות גמל והשתלמות,,,,327000,
09,7468|746|74|7,1.746809.230,משימה חולפת 0 1,,,,46000,
03,7468|746|74|7,1.746803.752,מטה חורף,,,,120000,
05,7468|746|74|7,1.746805.754,פינוי פסולת בנין,,,,1500000,
07,7468|746|74|7,1.746807.756,הסרת שילוט,,,,320000,
08,7468|746|74|7,1.746808.757,הסרת מפגעים,,,,200000,
09,7468|746|74|7,1.746809.758,הריסת מבנים מסוכנים,,,,2300000,
01,7468|746|74|7,1.746801.759,צווי הריסה מינהליים,,,,2090000,
13,7469|746|74|7,1.746913.750,עבודה בקבלנות,,,,70000,
18,7411|741|74|7,1.741118.110,משכורת כוללת,,,,570000,
15,7411|741|74|7,1.741115.124,החזר הוצאות,,,,24000,
17,7411|741|74|7,1.741117.126,הבראה,,,,23000,
18,7411|741|74|7,1.741118.127,השתתפות באחזקת רכב03,,,,109000,
13,7411|741|74|7,1.741113.130,תשלומים מיוחדים,,,,125000,
12,7411|741|74|7,1.741112.170,סעיף שאינו חוזר,,,,0,
15,7411|741|74|7,1.741115.181,מיסים וביטוח לאומי,,,,130000,
16,7411|741|74|7,1.741116.182,קופות גמל והשתלמות,,,,101000,
15,7411|741|74|7,1.741115.310,שעות נוספות רשומות,,,,148000,
16,7411|741|74|7,1.741116.433,ביטוח,,,,49000,
11,7411|741|74|7,1.741111.461,צרכי משרד,,,,15000,
12,7411|741|74|7,1.741112.462,ספרים ועתונים,,,,7000,
17,7411|741|74|7,1.741117.531,אחזקת רכב,,,,7000,
18,7411|741|74|7,1.741118.532,ביטוח רכב,,,,3000,
19,7411|741|74|7,1.741119.533,שכירת רכב ורכב עירוני,,,,145000,
11,7411|741|74|7,1.741111.534,דלק ושמן,,,,14000,
14,7411|741|74|7,1.741114.691,מערכות מידע ומחשוב,,,,400000,
18,7411|741|74|7,1.741118.751,ייעוץ מקצועי,,,,30000,
19,7411|741|74|7,1.741119.752,העסקת כ א,,,,1520000,
12,7411|741|74|7,1.741112.932,ציוד וריהוט משרדי,,,,10000,
51,7411|741|74|7,1.741151.110,משכורת כוללת,,,,1217000,
57,7411|741|74|7,1.741157.124,החזר הוצאות,,,,56000,
59,7411|741|74|7,1.741159.126,הבראה,,,,53000,
51,7411|741|74|7,1.741151.127,השתתפות באחזקת רכב06,,,,245000,
55,7411|741|74|7,1.741155.130,תשלומים מיוחדים,,,,254000,
57,7411|741|74|7,1.741157.181,מיסים וביטוח לאומי,,,,236000,
58,7411|741|74|7,1.741158.182,קופות גמל והשתלמות,,,,239000,
66,7411|741|74|7,1.741166.110,משכורת כוללת,,,,1131000,
63,7411|741|74|7,1.741163.124,החזר הוצאות,,,,64000,
65,7411|741|74|7,1.741165.126,הבראה,,,,52000,
66,7411|741|74|7,1.741166.127,השתתפות באחזקת רכב07,,,,232000,
61,7411|741|74|7,1.741161.130,תשלומים מיוחדים,,,,169000,
63,7411|741|74|7,1.741163.181,מיסים וביטוח לאומי,,,,214000,
64,7411|741|74|7,1.741164.182,קופות גמל והשתלמות,,,,238000,
02,7512|751|75|7,1.751202.110,משכורת כוללת,,,,320000,
08,7512|751|75|7,1.751208.124,החזר הוצאות,,,,21000,
01,7512|751|75|7,1.751201.126,הבראה,,,,20000,
02,7512|751|75|7,1.751202.127,השתתפות באחזקת רכב 0 3,,,,104000,
06,7512|751|75|7,1.751206.130,תשלומים מיוחדים,,,,59000,
08,7512|751|75|7,1.751208.181,מיסים וביטוח לאומי,,,,94000,
09,7512|751|75|7,1.751209.182,קופות גמל והשתלמות,,,,102000,
09,7512|751|75|7,1.751209.230,משימות חולפות 0 0.5,,,,56000,
08,7512|751|75|7,1.751208.310,שעות נוספות רשומות,,,,70000,
05,7512|751|75|7,1.751205.340,שעות נוספות מיוחדות,,,,74000,
04,7512|751|75|7,1.751204.412,מיסים ואגרות,,,,1000,
09,7512|751|75|7,1.751209.433,בטוח,,,,10000,
06,7512|751|75|7,1.751206.439,אחזקת בניני העיריה0השתתפות,,,,220000,
04,7512|751|75|7,1.751204.461,צרכי משרד,,,,10000,
05,7512|751|75|7,1.751205.462,ספרים ועתונים,,,,2000,
06,7512|751|75|7,1.751206.463,טלפונים,,,,4000,
07,7512|751|75|7,1.751207.464,דאר,,,,15000,
05,7512|751|75|7,1.751205.510,נסיעות ודמי חניה,,,,2000,
08,7512|751|75|7,1.751208.521,הדרכה וכנסים,,,,1000,
09,7512|751|75|7,1.751209.522,גיבוש יחידתי,,,,1000,
03,7512|751|75|7,1.751203.541,אחזקת מכשירי קשר,,,,16000,
08,7512|751|75|7,1.751208.610,כיבודים,,,,5000,
02,7512|751|75|7,1.751202.670,סעיף שאינו חוזר,,,,0,
07,7512|751|75|7,1.751207.691,מערכות מידע ומחשוב,,,,80000,
09,7512|751|75|7,1.751209.693,מחשוב יחידתי,,,,3000,
02,7512|751|75|7,1.751202.751,עבודה בקבלנות,,,,60000,
04,7512|751|75|7,1.751204.753,שילוט  הנצחה,,,,20000,
08,7512|751|75|7,1.751208.781,טקסים וקבלות פנים,,,,1135000,
09,7512|751|75|7,1.751209.782,אירוח אורחים,,,,170000,
01,7512|751|75|7,1.751201.783,חידוש מלאי תשורות,,,,110000,
02,7512|751|75|7,1.751202.784,אימוץ חיל השריון,,,,200000,
03,7512|751|75|7,1.751203.785,מסיבות לפנסיונרים,,,,25000,
04,7512|751|75|7,1.751204.786,טקסים לחלוקת פרסים,,,,10000,
05,7512|751|75|7,1.751205.787,כנסים וארועים ארציים ובינל א,,,,65000,
06,7512|751|75|7,1.751206.788,קשרי חוץ,,,,30000,
07,7512|751|75|7,1.751207.789,ערים תאומות,,,,25000,
05,7512|751|75|7,1.751205.932,ציוד ורהוט משרדי,,,,10000,
08,7516|751|75|7,1.751608.110,משכורת כוללת,,,,531000,
05,7516|751|75|7,1.751605.124,החזר הוצאות,,,,30000,
07,7516|751|75|7,1.751607.126,הבראה,,,,23000,
08,7516|751|75|7,1.751608.127,השתתפות באחזקת רכב 0 5,,,,131000,
03,7516|751|75|7,1.751603.130,תשלומים מיוחדים,,,,78000,
05,7516|751|75|7,1.751605.181,מיסים וביטוח לאומי,,,,106000,
06,7516|751|75|7,1.751606.182,קופות גמל והשתלמות,,,,79000,
05,7516|751|75|7,1.751605.310,שעות נוספות רשומות,,,,22000,
06,7516|751|75|7,1.751606.433,ביטוח,,,,10000,
07,7516|751|75|7,1.751607.434,תקוני מבנים  מתקנים ואינונטר,,,,3000,
03,7516|751|75|7,1.751603.439,אחזקת בניני העיריה0השתתפות,,,,150000,
01,7516|751|75|7,1.751601.461,צרכי משרד,,,,5000,
02,7516|751|75|7,1.751602.462,ספרים ועתונים,,,,4000,
03,7516|751|75|7,1.751603.463,טלפונים,,,,10000,
04,7516|751|75|7,1.751604.464,דאר,,,,5000,
09,7516|751|75|7,1.751609.541,אחזקת מכשירי קשר,,,,4000,
05,7516|751|75|7,1.751605.610,כיבודים,,,,5000,
08,7516|751|75|7,1.751608.670,סעיף שאינו חוזר,,,,0,
04,7516|751|75|7,1.751604.691,מערכות מידע ומחשוב,,,,120000,
06,7516|751|75|7,1.751606.693,מחשוב יחידתי,,,,5000,
08,7516|751|75|7,1.751608.751,העסקת יועץ חיצוני,,,,360000,
05,7516|751|75|7,1.751605.781,סיורים,,,,25000,
06,7516|751|75|7,1.751606.782,נסיעות לחו ל,,,,150000,
07,7516|751|75|7,1.751607.783,הפקות דפוס,,,,12000,
08,7516|751|75|7,1.751608.784,עידוד עסקים,,,,407000,
02,7516|751|75|7,1.751602.932,ציוד ורהוט משרדי,,,,5000,
06,7520|752|75|7,1.752006.110,משכורת כוללת,,,,538000,
03,7520|752|75|7,1.752003.124,החזר הוצאות,,,,11000,
05,7520|752|75|7,1.752005.126,הבראה,,,,11000,
06,7520|752|75|7,1.752006.127,השתתפות באחזקת רכב 0 1,,,,30000,
01,7520|752|75|7,1.752001.130,תשלומים מיוחדים,,,,40000,
03,7520|752|75|7,1.752003.181,מיסים וביטוח לאומי,,,,82000,
04,7520|752|75|7,1.752004.182,קופות גמל והשתלמות,,,,49000,
03,7520|752|75|7,1.752003.310,שעות נוספות רשומות,,,,9000,
07,7520|752|75|7,1.752007.841,הוצאות שכר עובדים,,,,790000,
09,7520|752|75|7,1.752009.843,פעילות המנהלת,,,,460000,
03,7520|752|75|7,1.752003.870,סעיף שאינו חוזר,,,,0,
02,7651|765|76|7,1.765102.814,הקצבה לערבי עירייה0שכירת אולמות,,,,400000,
06,7652|765|76|7,1.765206.812,תשלום מיסים0חב' עירו' ובתי ס משו,,,,4000000,
08,7652|765|76|7,1.765208.822,הקצבות ליחידים,,,,35000,
08,7652|765|76|7,1.765208.830,השתתפות למרכז השלטון המקומי,,,,1350000,
02,7653|765|76|7,1.765302.811,תמיכות חד פעמיות לכיסוי מיסים,,,,110000,
03,7653|765|76|7,1.765303.812,תמיכות לכיסוי מיסים0בריאות ורווח,,,,3650000,
04,7653|765|76|7,1.765304.813,תמיכות לכיסוי מיסים0מוסדות שונים,,,,280000,
08,7654|765|76|7,1.765408.811,תמיכות למוסדות דת,,,,1800000,
09,7654|765|76|7,1.765409.812,תמיכות למוסדות בריאות ורווחה,,,,1340000,
01,7654|765|76|7,1.765401.813,תמיכות חד פעמיות0 בריאות ורווחה,,,,150000,
02,7654|765|76|7,1.765402.814,תמיכות לארגוני איכות סביבה,,,,150000,
03,7654|765|76|7,1.765403.815,תמיכות למוסדות המטפלים בבע ח,,,,85000,
04,7654|765|76|7,1.765404.816,תמיכות 0 קהילה גאה,,,,120000,
05,7654|765|76|7,1.765405.817,תמיכות 0 מחתרות,,,,45000,
06,7654|765|76|7,1.765406.818,תמיכות 0 מיעוטים,,,,100000,
07,7654|765|76|7,1.765407.819,תרומות חד פעמיות,,,,100000,
14,7659|765|76|7,1.765914.160,התייקרויות ובלתי נראה מראש,,,,14500000,
29,7659|765|76|7,1.765929.160,הפרשים משנים קודמות,,,,500000,
22,7659|765|76|7,1.765922.170,סעיף שאינו חוזר,,,,0,
34,7659|765|76|7,1.765934.621,הוצאות משפטיות0פסקי דין,,,,15300000,
35,7659|765|76|7,1.765935.622,החזר הוצ' משפטיות לעובדים וחברי,,,,50000,
34,7659|765|76|7,1.765934.670,סעיפים שאינם חוזרים,,,,0,
35,7659|765|76|7,1.765935.760,ביגוד,,,,4350000,
31,7659|765|76|7,1.765931.781,שי לעובדים,,,,7080000,
32,7659|765|76|7,1.765932.782,תביעות נזקי פינוי אשפה,,,,25000,
33,7659|765|76|7,1.765933.783,הנחות ממיסים,,,,101000000,
34,7659|765|76|7,1.765934.784,הוצאות כלליות0שונות,,,,10000,
35,7659|765|76|7,1.765935.785,תביעות נזיקין0עובדי עירייה,,,,30000,
36,7659|765|76|7,1.765936.786,יום הגמלאי,,,,60000,
37,7659|765|76|7,1.765937.787,חניה בגן העיר,,,,4630000,
38,7659|765|76|7,1.765938.788,חניה בחניון השק ם,,,,1520000,
39,7659|765|76|7,1.765939.789,מס הכנסה 0 הוצאות עודפות,,,,4000000,
33,7659|765|76|7,1.765933.791,השתתפות לרכש ולוגיסטיקה,,,,6000000,
36,7659|765|76|7,1.765936.794,התיקרויות ובלתי נראה מראש,,,,25000000,
39,7659|765|76|7,1.765939.797,רזרבה0שונות,,,,17000000,
31,7659|765|76|7,1.765931.798,עתודת הסכם עובדי קבלן,,,,13230000,
32,7659|765|76|7,1.765932.911,כיסוי גרעון מצטבר,,,,20000000,
33,7659|765|76|7,1.765933.912,השת' בתקציב הב ר,,,,5000000,
34,7659|765|76|7,1.765934.913,העברה לקרן תקבולים0ס' שאינו חוזר,,,,0,
02,7640|764|76|7,1.764002.841,הקצבה למחלקה לשיפוצי בתים,,,,3835000,
03,7640|764|76|7,1.764003.842,הוצ' מימון0הלוואות לשיפוץ בתים,,,,3750000,
04,7640|764|76|7,1.764004.843,הקצבה לתרבות הדיור,,,,500000,
05,7640|764|76|7,1.764005.844,הוצ' משפטיות0 גביה מסרבני שפוץ,,,,330000,
06,7640|764|76|7,1.764006.845,מינהלת שימור מבנים0 הפעלה,,,,1000000,
08,7640|764|76|7,1.764008.847,מינהלת תמ א 38,,,,1000000,
09,7640|764|76|7,1.764009.848,מינהלת מתחמי שיפוץ עירוניים,,,,350000,
01,7640|764|76|7,1.764001.849,כתבי כמויות למבנים מסוכנים,,,,65000,
07,7640|764|76|7,1.764007.870,סעיף שאינו חוזר,,,,0,
01,7712|771|77|7,1.771201.841,פעילות שוטפת,,,,1300000,
02,7712|771|77|7,1.771202.842,מבצע לעידוד התיירות,,,,1500000,
03,7712|771|77|7,1.771203.843,לשכות מודיעין0השתתפות העירייה,,,,200000,
04,7712|771|77|7,1.771204.844,ארועי פולקלור ביפו,,,,220000,
06,7712|771|77|7,1.771206.870,סעיף שאינו חוזר,,,,0,
01,7721|772|77|7,1.772101.110,משכורת כוללת,,,,147000,
07,7721|772|77|7,1.772107.124,החזר הוצאות,,,,12000,
09,7721|772|77|7,1.772109.126,הבראה,,,,7000,
01,7721|772|77|7,1.772101.127,השתתפות באחזקת רכב01,,,,34000,
05,7721|772|77|7,1.772105.130,תשלומים מיוחדים,,,,29000,
07,7721|772|77|7,1.772107.181,מיסים וביטוח לאומי,,,,31000,
08,7721|772|77|7,1.772108.182,קופות גמל והשתלמות,,,,20000,
07,7721|772|77|7,1.772107.310,שעות נוספות רשומות,,,,10000,
03,7721|772|77|7,1.772103.461,צרכי משרד,,,,12000,
04,7721|772|77|7,1.772104.462,ספרים ועתונים,,,,2000,
06,7721|772|77|7,1.772106.464,דאר,,,,3000,
02,7721|772|77|7,1.772102.541,אחזקת מכשירי קשר,,,,5000,
07,7721|772|77|7,1.772107.610,כיבודים,,,,6000,
02,7721|772|77|7,1.772102.671,סעיף שאינו חוזר,,,,0,
07,7721|772|77|7,1.772107.781,פרויקטים תחבורתיים,,,,450000,
08,7721|772|77|7,1.772108.782,השתלמויות כנסים וקשר בינ ל,,,,40000,
09,7721|772|77|7,1.772109.783,פעולות יחודיות בנושא התחבורה,,,,20000,
01,7721|772|77|7,1.772101.784,כנס תחבורה וחניה,,,,10000,
02,7721|772|77|7,1.772102.785,פרויקט אופניים,,,,500000,
03,7721|772|77|7,1.772103.786,הפעלת ועדת נכים,,,,35000,
05,7721|772|77|7,1.772105.788,סקרים ומחקרים,,,,82000,
06,7721|772|77|7,1.772106.789,פרויקט השכרת אופניים,,,,8000000,
04,7721|772|77|7,1.772104.932,ציוד וריהוט משרדי,,,,5000,
09,7731|773|77|7,1.773109.841,מינהלת גני שרונה,,,,4000000,
01,7731|773|77|7,1.773101.842,מינהלת חניון גבעון,,,,250000,
02,7731|773|77|7,1.773102.843,תפעול נמל יפו,,,,5100000,
03,7731|773|77|7,1.773103.844,השתתפות לחברת יפו העתיקה,,,,1440000,
04,7731|773|77|7,1.773104.845,מינהלת מתחם מנשיה,,,,370000,
05,7731|773|77|7,1.773105.846,מינהלת מתחם השוק הסיטונאי,,,,100000,
02,7811|781|78|7,1.781102.110,משכורת כוללת,,,,2909000,
08,7811|781|78|7,1.781108.124,החזר הוצאות,,,,146000,
01,7811|781|78|7,1.781101.126,הבראה,,,,172000,
02,7811|781|78|7,1.781102.127,השתתפות באחזקת רכב0 28,,,,689000,
06,7811|781|78|7,1.781106.130,תשלומים מיוחדים,,,,1116000,
08,7811|781|78|7,1.781108.181,מיסים וביטוח לאומי,,,,773000,
09,7811|781|78|7,1.781109.182,קופות גמל והשתלמות,,,,686000,
09,7811|781|78|7,1.781109.230,משימות חולפות 0 4,,,,454000,
08,7811|781|78|7,1.781108.310,שעות  נוספות  רשומות,,,,329000,
05,7811|781|78|7,1.781105.340,שעות נוספות מיוחדות,,,,157000,
04,7811|781|78|7,1.781104.412,מיסים ואגרות,,,,2000,
07,7811|781|78|7,1.781107.431,מים,,,,49000,
08,7811|781|78|7,1.781108.432,אחזקת החצר והגן,,,,21000,
09,7811|781|78|7,1.781109.433,בטוח,,,,841000,
01,7811|781|78|7,1.781101.434,תקוני מבנים  מתקנים ואינונטר,,,,115000,
02,7811|781|78|7,1.781102.435,חשמל ואנרגיה,,,,223000,
03,7811|781|78|7,1.781103.436,נקיון,,,,30000,
04,7811|781|78|7,1.781104.461,צרכי משרד,,,,230000,
05,7811|781|78|7,1.781105.462,ספרים ועתונים,,,,5000,
06,7811|781|78|7,1.781106.463,טלפונים,,,,325000,
07,7811|781|78|7,1.781107.464,דאר,,,,155000,
05,7811|781|78|7,1.781105.510,נסיעות  ואש ל,,,,30000,
08,7811|781|78|7,1.781108.521,הדרכה וכנסים,,,,175000,
09,7811|781|78|7,1.781109.522,גיבוש יחידתי,,,,87000,
01,7811|781|78|7,1.781101.531,אחזקת רכב,,,,695000,
02,7811|781|78|7,1.781102.532,בטוח רכב,,,,655000,
03,7811|781|78|7,1.781103.533,שכירת רכב,,,,280000,
04,7811|781|78|7,1.781104.534,דלק ושמן,,,,1000000,
03,7811|781|78|7,1.781103.541,אחזקת מכשירי קשר,,,,1925000,
08,7811|781|78|7,1.781108.610,כיבודים,,,,50000,
04,7811|781|78|7,1.781104.680,הוצאות   מיוחדות,,,,50000,
07,7811|781|78|7,1.781107.691,מערכות מידע ומחשוב,,,,4080000,
09,7811|781|78|7,1.781109.693,מחשוב יחידתי,,,,110000,
02,7811|781|78|7,1.781102.695,תקשורת 0 ציוד והתקנה,,,,230000,
02,7811|781|78|7,1.781102.751,עבודה בקבלנות 0 ניקיון משרדים,,,,610000,
06,7811|781|78|7,1.781106.755,מיון והשמת כ א,,,,70000,
05,7811|781|78|7,1.781105.762,כביסה,,,,376000,
09,7811|781|78|7,1.781109.782,תגי זיהוי,,,,10000,
04,7811|781|78|7,1.781104.786,סיוע והחזר הוצ' לנפגעים בעבודה,,,,40000,
05,7811|781|78|7,1.781105.787,שימוש במאגרי מידע,,,,80000,
06,7811|781|78|7,1.781106.788,מזון למפקחים,,,,940000,
05,7811|781|78|7,1.781105.932,ציוד ורהוט משרדי,,,,80000,
07,7811|781|78|7,1.781107.934,ציוד תפעולי,,,,165000,
14,7812|781|78|7,1.781214.110,משכורת כוללת,,,,521000,
11,7812|781|78|7,1.781211.124,החזר הוצאות,,,,25000,
13,7812|781|78|7,1.781213.126,הבראה,,,,27000,
14,7812|781|78|7,1.781214.127,השתתפות באחזקת רכב06,,,,157000,
18,7812|781|78|7,1.781218.130,תשלומים מיוחדים,,,,290000,
17,7812|781|78|7,1.781217.170,סעיף שאינו חוזר,,,,0,
11,7812|781|78|7,1.781211.181,מיסים וביטוח לאומי,,,,158000,
12,7812|781|78|7,1.781212.182,קופות גמל והשתלמות,,,,114000,
11,7812|781|78|7,1.781211.310,שעות  נוספות  רשומות,,,,198000,
17,7812|781|78|7,1.781217.340,שעות נוספות מיוחדות,,,,5000,
13,7812|781|78|7,1.781213.783,רכישת סרטי צילום למצלמות,,,,5000,
14,7812|781|78|7,1.781214.784,חקירות פסולת בניין,,,,15000,
29,7812|781|78|7,1.781229.110,משכורת כוללת,,,,110000,
26,7812|781|78|7,1.781226.124,החזר הוצאות,,,,28000,
28,7812|781|78|7,1.781228.126,הבראה,,,,25000,
29,7812|781|78|7,1.781229.127,השתתפות באחזקת רכב 0 5,,,,111000,
24,7812|781|78|7,1.781224.130,תשלומים מיוחדים,,,,174000,
26,7812|781|78|7,1.781226.181,מיסים וביטוח לאומי,,,,106000,
27,7812|781|78|7,1.781227.182,קופות גמל והשתלמות,,,,121000,
27,7812|781|78|7,1.781227.230,משימות חולפות 0 4,,,,373000,
05,7813|781|78|7,1.781305.110,משכורת כוללת,,,,11646000,
02,7813|781|78|7,1.781302.124,החזר הוצאות,,,,1159000,
04,7813|781|78|7,1.781304.126,הבראה,,,,1132000,
05,7813|781|78|7,1.781305.127,השתתפות באחזקת רכב0 268,,,,5112000,
09,7813|781|78|7,1.781309.130,תשלומים מיוחדים,,,,8874000,
02,7813|781|78|7,1.781302.181,מיסים וביטוח לאומי,,,,5172000,
03,7813|781|78|7,1.781303.182,קופות גמל והשתלמות,,,,5303000,
03,7813|781|78|7,1.781303.230,משימות חולפות 0 107,,,,7913000,
02,7813|781|78|7,1.781302.310,שעות  נוספות  רשומות,,,,4339000,
08,7813|781|78|7,1.781308.340,שעות נוספות מיוחדות,,,,157000,
03,7813|781|78|7,1.781303.399,החזר בגין עבודה נוספת,,,,437000,
06,7813|781|78|7,1.781306.411,שכר דירה,,,,268000,
09,7813|781|78|7,1.781309.439,אחזקת בניני העיריה 0 השתתפות,,,,130000,
05,7813|781|78|7,1.781305.670,סעיף שאינו חוזר,,,,0,
06,7813|781|78|7,1.781306.752,גרירת רכב,,,,9805000,
07,7813|781|78|7,1.781307.753,הקלדת דוחות,,,,95000,
08,7813|781|78|7,1.781308.754,אכיפת מודעות פרועות,,,,20000,
09,7813|781|78|7,1.781309.755,הדפסת דוחות,,,,310000,
01,7813|781|78|7,1.781301.756,עבודה בקבלנות,,,,380000,
06,7813|781|78|7,1.781306.760,ביגוד יחידתי,,,,175000,
02,7814|781|78|7,1.781402.110,משכורת כוללת,,,,896000,
08,7814|781|78|7,1.781408.124,החזר הוצאות,,,,101000,
01,7814|781|78|7,1.781401.126,הבראה,,,,78000,
02,7814|781|78|7,1.781402.127,השתתפות באחזקת רכב016,,,,432000,
06,7814|781|78|7,1.781406.130,תשלומים מיוחדים,,,,378000,
08,7814|781|78|7,1.781408.181,מיסים וביטוח לאומי,,,,365000,
09,7814|781|78|7,1.781409.182,קופות גמל והשתלמות,,,,366000,
09,7814|781|78|7,1.781409.230,משימה חולפת 0 5,,,,517000,
08,7814|781|78|7,1.781408.310,שעות נוספות רשומות,,,,310000,
05,7814|781|78|7,1.781405.340,שעות נוספות מיוחדות,,,,105000,
04,7814|781|78|7,1.781404.761,ביגוד יחידתי,,,,5000,
08,7814|781|78|7,1.781408.781,פעולות מיוחדות,,,,45000,
06,7814|781|78|7,1.781406.982,רכישות שונות,,,,40000,
17,7141|714|71|7,1.714117.110,משכורת כוללת,,,,621000,
14,7141|714|71|7,1.714114.124,החזר הוצאות,,,,50000,
16,7141|714|71|7,1.714116.126,הבראה,,,,28000,
17,7141|714|71|7,1.714117.127,השתתפות באחזקת רכב 0 2,,,,66000,
12,7141|714|71|7,1.714112.130,תשלומים  מיוחדים,,,,295000,
14,7141|714|71|7,1.714114.181,מיסים וביטוח לאומי,,,,142000,
15,7141|714|71|7,1.714115.182,קופות גמל והשתלמות,,,,63000,
14,7141|714|71|7,1.714114.310,שעות  נוספות רשומות,,,,29000,
